,base,yng,mid,old
2021-03-12,48314698,27,5,258
2021-03-13,49928959,18,13,156
2021-03-14,53125241,34,6,103
2021-03-15,48474990,27,7,141
2021-03-16,47084660,27,3,372
2021-03-17,47784150,41,10,280
2021-03-18,47843156,32,5,157
2021-03-19,49808530,24,13,209
2021-03-20,53017529,16,6,136
2021-03-21,52515221,13,10,85
2021-03-22,49197926,29,13,171
2021-03-23,48094520,33,5,149
2021-03-24,49666276,26,6,182
2021-03-25,50941004,25,4,141
2021-03-26,52573094,24,4,169
2021-03-27,52769340,22,7,120
2021-03-28,52785364,28,11,111
2021-03-29,49839706,15,10,171
2021-03-30,50797761,21,6,133
2021-03-31,51113081,26,6,178
2021-04-01,55247169,18,7,114
2021-04-02,49967127,29,12,156
2021-04-03,51057891,20,4,106
2021-04-04,52221239,24,5,112
2021-04-05,47099462,20,6,238
2021-04-06,47786701,18,7,230
2021-04-07,47210871,16,10,195
2021-04-08,46272677,24,5,210
2021-04-09,47464770,22,9,143
2021-04-10,48078861,20,5,142
2021-04-11,49817035,21,5,105
2021-04-12,44840853,30,8,107
2021-04-13,45457419,25,3,150
2021-04-14,46706909,18,8,130
2021-04-15,46841173,19,9,128
2021-04-16,47912178,17,6,121
2021-04-17,47985456,15,3,113
2021-04-18,50007658,26,10,190
2021-04-19,46367073,25,11,260
2021-04-20,47331672,21,11,275
2021-04-21,47742728,28,8,164
2021-04-22,48224632,22,10,189
2021-04-23,50193585,34,4,214
2021-04-24,53607603,29,10,157
2021-04-25,54442559,13,7,123
2021-04-26,48694995,24,6,147
2021-04-27,48409729,35,11,457
2021-04-28,49800923,23,10,435
2021-04-29,52659370,24,5,194
2021-04-30,51440112,20,11,213
2021-05-01,54597729,29,6,165
2021-05-02,52424740,28,8,150
2021-05-03,50279699,34,6,147
2021-05-04,50750566,26,10,133
2021-05-05,54816663,34,5,111
2021-05-06,49412231,26,11,182
2021-05-07,50313169,29,3,177
2021-05-08,51730057,38,10,150
2021-05-09,53321566,23,6,218
2021-05-10,48664623,31,8,134
2021-05-11,47441699,26,20,161
2021-05-12,47697159,25,11,194
2021-05-13,47537522,36,10,182
2021-05-14,50240489,24,9,176
2021-05-15,52741692,8,7,147
2021-05-16,54781446,21,7,136
2021-05-17,49326581,18,7,151
2021-05-18,49189476,20,4,174
2021-05-19,51520908,25,5,171
2021-05-20,49748101,18,6,174
2021-05-21,50928173,19,8,254
2021-05-22,51621940,36,6,141
2021-05-23,54868066,28,6,193
2021-05-24,49578807,31,2,239
2021-05-25,48359207,20,8,192
2021-05-26,49384504,21,8,168
2021-05-27,48013970,19,7,124
2021-05-28,49346419,19,7,129
2021-05-29,51128251,18,5,126
2021-05-30,54001597,21,3,132
2021-05-31,48935556,17,6,112
2021-06-01,49708877,24,3,225
2021-06-02,48403020,24,4,220
2021-06-03,48340615,29,6,169
2021-06-04,50295348,15,4,154
2021-06-05,50259276,20,4,173
2021-06-06,53043031,30,11,193
2021-06-07,49052748,18,8,169
2021-06-08,49204096,25,11,170
2021-06-09,50954054,26,8,175
2021-06-10,49260355,36,15,347
2021-06-11,49825602,17,7,167
2021-06-12,49605984,34,7,139
2021-06-13,52789528,23,5,137
2021-06-14,48288771,16,12,259
2021-06-15,47934980,22,9,153
2021-06-16,48804182,22,3,200
2021-06-17,47212637,20,3,160
2021-06-18,49485952,22,12,164
2021-06-19,50696637,22,7,136
2021-06-20,52712406,31,6,163
2021-06-21,48664242,32,10,478
2021-06-22,48115300,27,8,419
2021-06-23,49207701,33,10,176
2021-06-24,48163306,23,8,144
2021-06-25,50542563,27,5,191
2021-06-26,51425917,26,8,151
2021-06-27,54494175,31,8,128
2021-06-28,49353342,67,17,421
2021-06-29,47569876,55,20,489
2021-06-30,50264105,43,7,344
2021-07-01,49728458,26,8,181
2021-07-02,50041637,24,1,164
2021-07-03,55458915,31,12,147
2021-07-04,54861555,29,9,167
2021-07-05,49397838,28,8,189
2021-07-06,49305610,26,8,159
2021-07-07,52969080,28,5,165
2021-07-08,50243846,24,11,161
2021-07-09,51961679,24,4,196
2021-07-10,53035634,33,8,177
2021-07-11,55034419,22,9,144
2021-07-12,49951082,31,6,169
2021-07-13,50158110,25,10,140
2021-07-14,51931802,36,10,142
2021-07-15,49277453,42,10,686
2021-07-16,51079955,20,6,343
2021-07-17,55176783,28,4,183
2021-07-18,54042056,33,7,130
2021-07-19,51389083,22,9,140
2021-07-20,50439414,26,5,167
2021-07-21,51799171,19,13,168
2021-07-22,54054329,30,13,132
2021-07-23,61987764,26,12,137
2021-07-24,54063529,18,6,130
2021-07-25,56711344,21,9,123
2021-07-26,52694138,26,12,136
2021-07-27,52687201,24,4,135
2021-07-28,55355438,29,6,125
2021-07-29,52465302,24,7,136
2021-07-30,54385334,43,10,197
2021-07-31,55310106,36,15,167
2021-08-01,58111264,29,7,152
2021-08-02,53668279,23,4,174
2021-08-03,53136442,24,9,139
2021-08-04,54359443,27,13,180
2021-08-05,51595934,26,8,149
2021-08-06,54249526,22,7,127
2021-08-07,56113973,23,5,122
2021-08-08,57694068,16,5,107
2021-08-09,53193949,23,5,113
2021-08-10,52307464,33,9,148
2021-08-11,53372135,29,8,105
2021-08-12,54052814,25,11,167
2021-08-13,56443253,28,7,105
2021-08-14,55928205,23,9,105
2021-08-15,57147513,28,10,154
2021-08-16,54310248,29,7,126
2021-08-17,52580490,37,7,162
2021-08-18,54200770,34,11,139
2021-08-19,53889420,54,7,126
2021-08-20,56785760,32,9,117
2021-08-21,56341586,30,4,136
2021-08-22,57987428,31,6,99
2021-08-23,52517719,29,12,166
2021-08-24,52857807,34,4,121
2021-08-25,53723062,18,9,128
2021-08-26,52872087,25,10,157
2021-08-27,54711825,33,7,143
2021-08-28,57494622,39,6,139
2021-08-29,58499728,30,11,110
2021-08-30,53607132,32,7,153
2021-08-31,54020565,32,13,154
2021-09-01,54757142,23,8,125
2021-09-02,52093407,56,3,1428
2021-09-03,54418401,38,9,519
2021-09-04,56667144,30,5,163
2021-09-05,58047075,15,6,147
2021-09-06,51816044,26,7,120
2021-09-07,52351921,24,9,201
2021-09-08,53004739,33,10,213
2021-09-09,52224691,25,8,175
2021-09-10,52958688,20,13,146
2021-09-11,54718809,29,13,304
2021-09-12,56650067,38,9,356
2021-09-13,52009569,24,5,229
2021-09-14,51671709,26,3,152
2021-09-15,53826656,28,10,410
2021-09-16,50851278,31,6,275
2021-09-17,54729072,32,6,280
2021-09-18,56930928,22,2,180
2021-09-19,57615089,34,10,277
2021-09-20,55946345,25,9,215
2021-09-21,50835117,25,10,246
2021-09-22,51768742,19,7,231
2021-09-23,55343594,21,5,160
2021-09-24,56502474,26,10,166
2021-09-25,60363761,24,12,128
2021-09-26,59706962,23,3,441
2021-09-27,52199600,31,12,320
2021-09-28,53356314,26,11,237
2021-09-29,54122712,29,10,174
2021-09-30,53135793,20,10,227
2021-10-01,55317038,28,4,179
2021-10-02,57140161,25,2,184
2021-10-03,57595205,26,6,159
2021-10-04,51597753,22,4,151
2021-10-05,51587786,19,10,138
2021-10-06,51340398,25,4,183
2021-10-07,54924419,42,8,154
2021-10-08,54464547,41,11,146
2021-10-09,57167608,26,4,112
2021-10-10,60793598,26,8,98
2021-10-11,54264679,29,10,228
2021-10-12,54474986,94,8,385
2021-10-13,51999108,29,6,373
2021-10-14,51502632,25,6,174
2021-10-15,53947648,21,6,171
2021-10-16,55095723,19,6,202
2021-10-17,56639692,27,5,123
2021-10-18,52020092,21,6,160
2021-10-19,51471722,26,10,165
2021-10-20,52802467,24,7,167
2021-10-21,51868253,27,6,196
2021-10-22,52040498,21,12,127
2021-10-23,55359282,27,4,104
2021-10-24,56868950,28,11,130
2021-10-25,53597187,52,6,147
2021-10-26,52892475,20,9,142
2021-10-27,52856661,16,11,240
2021-10-28,52695566,23,7,237
2021-10-29,53694102,31,11,192
2021-10-30,55482257,29,11,115
2021-10-31,61927332,38,8,166
2021-11-01,54595930,31,5,150
2021-11-02,49967106,15,6,121
2021-11-03,53939250,12,7,125
2021-11-04,50701997,48,12,1087
2021-11-05,52109428,28,9,343
2021-11-06,54743271,22,11,298
2021-11-07,57416883,25,6,245
2021-11-08,50625154,21,7,189
2021-11-09,50041237,32,9,181
2021-11-10,51773646,26,12,159
2021-11-11,53148542,29,4,563
2021-11-12,52771576,17,9,310
2021-11-13,52276723,25,9,196
2021-11-14,54654353,25,6,120
2021-11-15,51232604,27,5,149
2021-11-16,50051309,20,5,163
2021-11-17,51614814,73,11,1774
2021-11-18,50053091,93,22,2822
2021-11-19,52232535,42,7,706
2021-11-20,52859007,33,13,482
2021-11-21,54033107,38,5,706
2021-11-22,49975038,31,9,319
2021-11-23,51304823,26,6,215
2021-11-24,47973828,19,6,337
2021-11-25,49453786,34,12,629
2021-11-26,49709965,28,12,579
2021-11-27,53162097,18,9,327
2021-11-28,56374876,38,8,236
2021-11-29,50521715,26,8,212
2021-11-30,49269952,16,7,211
2021-12-01,53482089,11,13,193
2021-12-02,50094287,28,6,511
2021-12-03,51971333,33,6,448
2021-12-04,50811984,13,8,240
2021-12-05,52606953,19,17,168
2021-12-06,49524316,18,8,171
2021-12-07,50179928,22,6,146
2021-12-08,51654714,15,7,166
2021-12-09,49635572,43,10,1164
2021-12-10,51514015,35,9,692
2021-12-11,53995362,29,10,243
2021-12-12,56914228,25,9,168
2021-12-13,51960264,29,6,203
2021-12-14,51101343,12,5,186
2021-12-15,50482891,10,10,247
2021-12-16,50676555,29,13,365
2021-12-17,52602143,18,4,232
2021-12-18,54605471,18,11,129
2021-12-19,58360190,19,5,177
2021-12-20,51774297,20,8,213
2021-12-21,50581138,20,7,187
2021-12-22,52172215,15,17,162
2021-12-23,51626883,49,11,202
2021-12-24,60012421,33,6,177
2021-12-25,59008379,19,4,133
2021-12-26,54988551,28,8,133
2021-12-27,52665977,22,14,120
2021-12-28,52020645,17,10,193
2021-12-29,52156318,28,10,157
2021-12-30,55501973,21,7,174
2021-12-31,72224112,25,9,106
